No.,Texto
501,En otras noticias...
502,En otras noticias...
503,En otras noticias...
504,"Nuestra Fuerza Naval no solo incautó más de 103 millones de dólares en droga... También incautó dos de estas embarcaciones, en un solo operativo 😎"
505,En otras noticias...
506,¿No son ellos los que dicen que hay una tregua con beneficios carcelarios? ¿No dice el Gobierno de EE.UU. que hasta prostitutas se permiten en las cárceles? ¿Ahora resulta que llevamos 22 meses tratándolos mal? 🤦🏻 EE.UU. vino a aliarse con la oposición más tonta de la región.
507,"Nuestra Fuerza Naval acaba de realizar la incautación de droga más grande del #PlanControlTerritorial (superando el récord de la de hace unas semanas). •Son 4,156 kilos de cocaína •Valorada aproximadamente en 103 millones 900 mil dólares. •O aproximadamente 2,050 #Bitcoin

La droga iba en dos LPV (Low Profile Vessel), ambos LPV fueron interceptados por nuestra Fuerza de Tarea Naval Tridente. Una a 406 millas náuticas (751 km) y la otra a 430 millas náuticas (796 km) al sur de Punta Remedios, Acajutla. Se arrestó a 5 colombianos y 2 ecuatorianos.

Colombianos y ecuatorianos arrestados en las embarcaciones interceptadas este día por nuestra Fuerza Naval. #PlanControlTerritorial"
508,"Antes, todos estos delitos quedaban en la impunidad. Debemos cambiar esa realidad. Paso a paso 🇸🇻 #PlanControlTerritorial"
509,An update on the security issue in El Salvador 🇸🇻 #TerritorialControlPlan
510,#PlanControlTerritorial Paso a paso 🇸🇻
511,"Las antiguas cárceles, aplaudidas por la “comunidad internacional”, cuando venía el Secretario General de la OEA a felicitar al Gobierno. Versus las cárceles de hoy, las condenadas por la Ley Magnitsky, donde “se ven hombres encapuchados” (como si no fuera normal en una cárcel)."
512,"Falta muchísimo por hacer, pero esta REALIDAD no se puede ocultar. Ojo, antes de esos 25 años tuvimos varios años sin cifras, más una guerra civil de 12 años. Por cierto, este es un periódico de la oposición."
513,"Aún falta mucho por hacer, pero hemos logrado una reducción del 80% en la delincuencia. Ahora debemos trabajar para reducir el otro 20%."
514,"Pero si la @AsambleaSV intenta remover a uno de estos corruptos, la “comunidad internacional” empieza a amenazar a nuestro país con sanciones y a acusarnos de “dictadura”. ¿Entonces qué hacemos? ¿Dejamos que nos sigan matando?"
515,"Los “jueces de la constitución”, los que defiende la “comunidad internacional”."
516,🇸🇻
517,👇🏼
518,"Se calcula que son más de 2.5 toneladas, valoradas en más de 62.5 millones de dólares. Nuestra Fuerza Naval hará la entrega a la @FGR_SV y @PNCSV, para pesar uno a uno de los paquetes para dar un dato exacto. Los traficantes irán a prisión y las narcolanchas serán decomisadas."
519,"Este día, 0526 horas, a 460 MN al Sur de Acajutla, hicimos otra gran incautación de droga. La más grande del #PlanControlTerritorial. Se ubicaron 9 extranjeros (3 mexicanos, 2 colombianos y 4 ecuatorianos), 3 narcolanchas y 135 bultos de aproximadamente 20 paquetes cada uno."
520,🇸🇻
521,"Y es que es hasta ahora, con este Gobierno, que 3 días de violencia nos parecen desbordados, cuando antes eso era diario y permanente. Pero trabajaremos día y noche para no volver a ese pasado. Sino que por el contrario, sigamos avanzando. Dios bendiga a nuestro país 🇸🇻"
522,"Algunos no logran dimensionar que los 3 días de violencia que tuvimos, fueron exactamente como 3 días normales hasta hace poco. “Días normales” que nos tocó soportar durante más de 40 años. No sé cómo lo aguantamos."
523,"Luego del #DespliegueNacional de nuestra @PNCSV y @FUERZARMADASV, El Salvador ya contabiliza 40 horas sin homicidios y sin ninguna denuncia de desaparecidos. Ha sido un operativo extenso, que ha demandado mucho esfuerzo de nuestros agentes y soldados..."
524,Gracias a Dios y a todos los hombres y mujeres que están brindando seguridad a nuestro país en estos momentos.
525,"He visto comentarios de personas que dicen que la baja en los homicidios se debe a una especie de “tregua”. Pregúntenle a los policías y soldados que están en las calles, que perdieron sus licencias y no han visto a sus familias, que han patrullado todo nuestro país de noche...

Pregúntenles si han tenido contemplaciones con alguien, pregúntenles si no tienen instrucciones precisas de poner orden. Pregúntenles si están cansados, si ya comieron, pregúntenles a cuántos han arrestado, cuánto dinero han decomisado y cuantas armas y droga han incautado...

Hay más de 40,000 elementos en las calles en este momento. Todos cansados, todos arriesgando su vida. ¿Creen que 40,000 personas guardarían el secreto de que hay una tregua? Por favor, tengan un poco de respeto con los que arriesgan su vida, para que ustedes no pierdan la suya."
526,"Luego del #DespliegueNacional, El Salvador contabiliza 24 horas sin homicidios. Luego de 3 días de violencia, que nos recordaron lo que era normal en nuestro país hace pocos años, hemos recuperado la relativa tranquilidad que habíamos logrado en este Gobierno. Gracias a Dios."
527,"Luego del #DespliegueNacional, El Salvador ya contabiliza 19 horas sin homicidios. Seguiremos trabajando sin confiarnos. Dios bendiga a El Salvador 🇸🇻"
528,"Ahora que, gracias a Dios, se contuvo la violencia; se dedican a regar rumores falsos, de homicidios que no han ocurrido y toques de queda que no existen. Lo único que dejan claro es quiénes están detrás de todo esto. Nunca he entendido por qué odian tanto a nuestro pueblo."
529,"Luego del #DespliegueNacional, El Salvador ya contabiliza 15 horas sin ningún homicidio. El último fue registrado ayer, a las 6pm. La víctima era un pandillero del Barrio 18. No nos confiaremos. Seguimos. Dios bendiga a El Salvador 🇸🇻"
530,Armamento de guerra.
531,"3 días que definitivamente requirieron mucha planificación y financiamiento. Tendremos que mejorar nuestros equipos de inteligencia y rastreo previo, para que esto no vuelva a pasar. Dios está con nosotros y nos lo volvió a demostrar, permitiéndonos recuperar el orden."
532,"Pero los salvadoreños ya no aceptaremos la realidad en la que vivíamos. El Salvador es un país diferente, que lucha por salir adelante. Los operativos continuarán hasta que nuestro país vuelva a la relativa estabilidad en la que se encontraba antes de esta escalada de violencia."
533,"Hemos realizado múltiples capturas y encontrado maletines con grandes cantidades de dinero. Hay muchos que quieren que nuestro país regrese al pasado. De hecho, estos 3 días de violencia fueron iguales que 3 días normales en los Gobiernos anteriores."
534,"Después de casi 24 horas de haber lanzado el #DespliegueNacional, podemos anunciar que hemos contenido el alza de violencia de los últimos días. No ha sido fácil y no será fácil de ahora en adelante. Nos enfrentamos a enemigos antiguos, pero con nuevos aliados y financiamiento."
535,"En 2006, el matrimonio ARENA/FMLN en la @AsambleaSV, desaforó a un diputado del PARLACEN. Aunque es obvio que Portillo Cuadra defienda a su compañero de fórmula, porque fue precisamente en SU CAMPAÑA en la que negociaron con pandillas para cometer fraude. https://www.notimerica.com/politica/noticia-salvador-retiran-fuero-diputado-salvadoreno-parlacen-supuestas-acusaciones-negociacion-ilicita-20061214233211.html"
536,👀
537,"3. 4 millones de dólares para un subsidio a empresas que contraten jóvenes de 18 a 21 años, sin experiencia, o a personas mayores de 40 años que tienen más de 18 meses de no tener trabajo. Se subsidiará más de la mitad del salario, durante 3 meses. Sigue..."
538,👀
539,"Resumen de una década en el Gobierno pérdida, más 12 años de guerra y 80,000 muertos para terminar negociando con ARENA. Dice que se se quedaron administrando el sistema y que se les olvidó reformarlo. Pero ahora se enojan y marchan para evitar que nosotros lo reformemos."
540,"Los policías anti motines haciendo trabajo de bomberos, mientras los manifestantes lanzaban proyectiles de plomo contra ellos. Que extraña dictadura 🤯"
541,"Esto es lo que siguen haciendo los jueces y magistrados que algunos defienden. Defienden a uno de los sistemas judiciales más corruptos del mundo. Pero la gran mayoría de salvadoreños nos exige la depuración judicial. Y se hará, así lloren los corruptos y sus defensores."
542,"Estamos consientes de que aún faltan casos por resolver, como el de los dos hermanos que se encuentran desaparecidos. Así como otros más, ya resueltos, que no caben en este hilo y ante la poca cobertura periodística de lo que se resuelve, pueden verse en la cuenta de la @PNCSV."
543,"Esta mañana también se resolvió este caso, reportado ayer en redes sociales, sobre el motorista del transporte colectivo que agredió fuertemente a un joven. Fue capturado esta mañana, en flagrancia (en menos de 24 horas) y será puesto a la orden de la @FGR_SV. Sigue..."
544,"Sobre la denuncia de un joven desaparecido, gracias a Dios, nuestra @PNCSV lo encontró esta madrugada, luego de una investigación exhaustiva que incluyó cámaras de videovigilancia, entrevistas y análisis, hasta que se dio con su paradero. El joven se encuentra bien. Sigue..."
545,"También en estas 48 horas, hemos resuelto denuncias recibidas en redes sociales... Como el hurto de un food truck, el cual ya fue encontrado y aunque los delincuentes lo habían pintado de otro color, ya fue recuperado y podrá regresar a trabajar en unos días. Sigue..."
546,"En otro operativo totalmente separado, se interceptó una embarcación con 3 pandilleros de la 18 Sureños y se les decomisó una buena cantidad de dinero en efectivo. Cabe resaltar que en muy raras ocasiones, las detenciones de pandilleros incluyen largas sumas de dinero. Sigue..."
547,"Antes, el Gobierno les llevaba prostitutas, drogas, alcohol, celulares; les autorizaba controlar el crimen desde la cárceles y usar los polígonos de tiro (hay videos que comprueban lo que digo). Ahora, los reos se comportan mucho mejor que la oposición"
548,👀
549,"Falta muchísimo por hacer, pero El Salvador ahora tiene, en un mes, menos homicidios de los antes tenía en un solo día."
550,👀
551,Otro golpe al narcotráfico. ¿Recuerdan algún momento en la historia de El Salvador con tantos golpes consecutivos al narco? Exacto 👊🏼 Las verdaderas “treguas” las hacían otros.
552,"Primero sacan el refrito de la “tregua”. Ahora se enojan porque habrá más soldados en la calle combatiendo a los crimínales. ¿Quién los entiende? No les dura la coherencia ni 72 horas. Por cierto, las inscripciones siguen abiertas 😉"
553,El FMLN: Nayik Dictador está ofreciendo a los jóvenes hacer carrera con plazas voluntarias y remuneradas en la @FUERZARMADASV. ¡Basta ya de tanto abuso! También el FMLN:
554,La “tregua”.
555,"Estamos buscando 20,000 jóvenes que quieran defender a nuestra patria de sus enemigos internos y externos. Si quieres ser parte de la @FUERZARMADASV, acércate a los Centros de Reclutamiento y Reserva (tenemos centros en todos los departamentos). Dios bendiga a El Salvador🇸🇻"
556,El ojo morado es porque se cayó de la moto.
557,"75,000 muertos, 20 años de guerra, el futuro de nuestro país destruido, millones de inmigrantes, 2 millones de dólares diarios gastados y perdidos durante la guerra, para esto:"
558,Privados de libertad trabajando para que otros no cometan los mismos errores que ellos 🇸🇻
559,"Así se ve la #Fase4 del #PCT La cámara térmica capta una columna de nuestros agentes, ingresando en una de las colonias con mayor presencia de pandillas en Santa Ana.

El #PCT avanza cada vez más... Los vemos, pero ellos no nos ven 😉"
560,"La droga incautada aún está a cientos de millas náuticas de nuestras costas. Se calcula que son aproximadamente 1.4 toneladas y que está valorada en unos 35 millones de dólares. Están son las primeras imágenes enviadas vía satélite:

Las embarcaciones, la droga incautada, los prisioneros y nuestra tripulación llegarán a tierra en unos días."
561,"INFORMACIÓN PRELIMINAR: Nuestra Fuerza Naval acaba de interceptar una embarcación a 490 millas náuticas (907 KM) de nuestras costas. Se calcula que podría traer 1.4 toneladas de droga, con un valor de 35 millones de dólares. El Salvador nunca había incautado droga tan lejos 🇸🇻

Se han arrestado 6 personas: •Dos ecuatorianos •Tres mexicanos •Un colombiano"
562,🇸🇻
563,“izti militirizindi li siguiridid pibliki”
564,"La @FUERZARMADASV, la @PNCSV y la @FGR_SV trabajando de la mano 🇸🇻"
565,"La incautación de 13 millones de dólares en droga, se hizo a MÁS DE 500 KILÓMETROS DE LA COSTA SALVADOREÑA 👊🏼 La Fuerza Naval interceptó la embarcación, la decomisó, incautó la droga y capturó a los tripulantes. Al tocar tierra, fueron entregados a la @PNCSV Y @FGR_SV.

DATO ACTUALIZADO: 14.6 MILLONES DE DÓLARES arrebatados al narco."
566,"Es indiscutible que hemos mejorado muchísimo en seguridad. Pero también es indiscutible que El Salvador sigue siendo un país inseguro y que necesitamos combatir al crimen de manera frontal. Y eso haremos, aunque se opongan los que obviamente se opondrán."
567,"¿Ya vieron quiénes salieron a defender a los pandilleros? Sí, los mismos que los financiaron, que les dieron armamento militar, que los entrenaron en los polígonos de tiro del estado, los mismos que les llevaban prostitutas, drogas y wifi a los centros penales. Sí, ellos."
568,La FASE 4 del Plan Control Territorial 🇸🇻
569,"Buen trabajo Ministro, 24/7. La FASE 4 apenas empieza, pero ya la imagino con 20,000 tropas más 🇸🇻"
570,"Terminando reunión con el Alto Mando de nuestra @FUERZARMADASV, afinando detalles de la FASE 4 del #PCT que iniciara hoy. La FASE 4 tomará 5 años en implementarse al 100%, pero desde hoy comenzaremos a ver sus frutos. También, pronto tendremos los recursos para las FASES 2 y 3."
571,🇸🇻
572,"Duplicaremos nuestra Fuerza Armada en los próximos 5 años, iniciando hoy. Cada quince semanas, entrará un grupo de nuevos soldados. La recibimos con 15,000, con esta graduación tendremos 20,000 y la nueva orden es llevarla a 40,000 hombres y mujeres valientes y patriotas 🇸🇻"
573,"En unos minutos, lanzaremos la FASE 4 del Plan Control Territorial."
574,"Hasta ahora, hemos implementado la Fase 1 y parte de la Fase 2 del #PlanControlTerritorial. En unos días recibiremos los recursos para la implementación completa de la fases 2 y 3, cuya información es pública. La Fase 4 (aún no de conocimiento público) se anunciará pronto."
575,"El asesino de Flor y su cómplice, su primo, ya están en Zacatraz."
576,A Zacatraz.
577,Uno de 20 años y otro menor de edad. Increíble como dejaron perder generaciones enteras.
578,Pena máxima. Ojalá tuviéramos penas más grandes para estos monstruos. Enviaremos una iniciativa de ley a la @AsambleaSV para incrementarlas.
579,En el caso del asesino serial de Chalchuapa también estamos haciendo justicia. En este hilo de tuits que publiqué en mayo lo explico mejor:
580,"Nada regresará a Flor con su familia, pero lo menos que podíamos hacer es encontrar a los culpables y que se haga justicia."
581,"Este asesino y feminicida se pudrirá en la cárcel. La @PNCSV y la @FGR_SV ya tienen suficientes pruebas para condenarlo por más de un siglo. Este castigo no traerá a ninguna de sus víctimas de regreso, pero al menos se habrá hecho justicia aquí en la tierra."
582,"Hoy se trasladó al Centro Penal de Máxima Seguridad de Zacatecoluca a Hugo Ernesto Osorio Chávez, el asesino serial de Chalchuapa. Hasta el día de hoy, sabemos que tuvo relación directa con al menos 15 asesinatos (podrían ser muchos más), cometidos en más de una década.

Este asesino fue miembro de la Policía Nacional Civil desde el año 1997 hasta el 2005. 16 años atrás. Pero gracias a la rápida acción de nuestros agentes e investigadores, pasará al menos 100 años en prisión por los delitos sobre los que ya tenemos pruebas contundentes.

Ahora también está dando información para condenar a 9 de sus cómplices. Con esos otros delitos su pena se incrementará arriba de los 100 años, aunque evidentemente no vivirá para ver la libertad jamás."
583,"Podemos confirmar que hemos cerrado el martes 11 de mayo con 0 homicidios a nivel nacional. Falta mucho por hacer, pero estos son avances en el camino correcto. #PlanControlTerritorial"
584,Mensaje en el Día del Soldado 🇸🇻
585,Aquí esperando que @cguanacas actualice los datos de homicidios del 2021 en relación a los del 2020...
586,Los reos haciendo el trabajo de los alcaldes salientes. Poético.
587,"Nuestro país enfrenta grandes retos en seguridad. Aún falta mucho por hacer, pero este día podemos confirmar que hemos cerrado con 0 homicidios a nivel nacional."
588,Los que atacan a nuestra @FUERZARMADASV... ¿Harán por nuestro país una décima parte de lo que hacen ellos?
589,#PlanControlTerritorial 🇸🇻
590,"La @PNCSV está trabajando para dar con el paradero de los secuestradores y rescatar a la víctima. En este momento se están obteniendo los videos de las cámaras ubicadas en la zona del incidente.

La @PNCSV confirma que la joven del video está viva, sin lesiones y en manos de la policía. Más información en unos momentos.

La mujer del video (Tania Segura, 25 años) sale del vehículo y se dirige hacia la verdadera víctima, una mujer de 36 años a quien le dispara con un arma de fuego en el brazo izquierdo. Las personas que se ven que corren hacia ella, lo hacen para detener el intento de homicidio.

Tania Segura Elías, 25 años, ha sido capturada en flagrancia por homicidio en grado de tentativa y otros delitos. Será puesta a la orden de las autoridades, por la mañana. Su víctima, una mujer de 36 años, está herida de bala en el brazo izquierdo, pero se encuentra estable.

Gracias a Dios, su víctima (se omite el nombre por seguridad) está fuera de peligro, aunque tiene un impacto de bala en el brazo. Este es el momento en el que la @PNCSV captura a Tania Segura Elías, luego del intento de homicidio.

Se descarta la hipótesis del intento de secuestro. Estamos ante un intento de homicidio por parte de la persona que en un inicio se consideró la víctima. Tania Segura Elías ya tenía experiencia en el manejo de armas de fuego.

Probablemente uno de los motivos por los que no quiso dar su nombre en el video que se hizo viral. Gracias a Dios, todos están con vida, incluyendo la mujer que recibió el disparo en el brazo. #PlanControlTerritorial"
591,"De seguro habrán muchos delincuentes escondidos en el techo, esperando que este operativo acabe en la mañana. Ministro @RogelioRivas, Ministro @merino_monroy, @Director_PNC, que se den cuenta los “muchachos”, que no nos vamos. En algún momento les dará hambre 😉"
592,"Graduamos 1,042 nuevos miembros de nuestra @FUERZARMADASV, que involucramos inmediatamente en el #PlanControlTerritorial Estamos aún lejos de tener un país seguro, pero nadie puede negar que vamos aceleradamente en el camino correcto."
593,"No permitiremos que este crimen quede en la impunidad. Ya tenemos la primera captura y todos los involucrados serán capturados y llevados ante la justicia. Sepan los que siempre se han beneficiado de la violencia, que sus días asesinando a nuestro pueblo están contados."
594,"La violencia debe castigarse, VENGA DE DONDE VENGA. PAREJO. Los que ocultan evidencia, no son más que encubridores de delitos. Aquí los videos que pedían."
595,"Este es el fruto de la farsa de los “acuerdos de paz”. Las cúpulas se repartieron el botín (nuestro país) y a los veteranos y ex combatientes, que arriesgaban su vida por los ideales que les hicieron creer, los abandonaron... Hoy, 3 décadas después, los siguen despreciando."
596,"Aún falta mucho por hacer, dos días sin homicidios no quiere decir que El Salvador no sufra aún por la violencia y la delincuencia; pero dos días consecutivos sin homicidios era algo impensable antes, cuando éramos la capital de asesinatos del mundo. #PlanControlTerritorial"
597,
598,"Falta mucho por hacer, pero hemos tenido avances sin precedentes, eso es irrefutable. #PlanControlTerritorial"
599,"Debemos tener verdadera memoria histórica, para poder empezar, poco a poco, a construir la verdadera paz. #ProhibidoOlvidarSV"
600,"De ahora en adelante, por decreto Presidencial, el 16 de enero será el “Día de las Víctimas del Conflicto Armado”. Dejaremos de conmemorar a los que ordenaron sus muertes y empezaremos a conmemorar a quienes sí deben ser conmemorados. Así empezaremos a construir la paz."
601,"Nuestro país debe dejar de celebrar la firma de un pacto de corruptos y empezar a conmemorar a las víctimas del conflicto armado. De ahora en adelante, el 16 de enero será el: “Día de las Víctimas del Conflicto Armado”. Sus asesinos deben dejar de ser glorificados."
602,Hilo del CUBO que inauguramos hoy...
603,"Un artículo con trazos de imparcialidad. Creo que hasta bien intencionado. Lástima que no quieran ver lo evidente... Eso de que solo “pasó porque pasó”, justo cuando iniciamos el plan, debería decirles algo. La única respuesta lógica es el #PlanControlTerritorial"
604,Que bonito Ejército tiene El Salvador 🇸🇻
605,¿Fuente?
606,"Comparado con 2019, que tuvo una segunda mitad del año con récords en reducción de homicidios y otros delitos. El gran reto, ahora, será que el 2021 le gane al 2020."
607,👏🏼👏🏼👏🏼👏🏼👏🏼
608,"Ayer en El Mozote, hablamos sobre la guerra y la supuesta paz..."
609,"No se puede, porque decidimos revolver a los pandilleros."
610,"Una razón por la cual la delincuencia es tan difícil de erradicar, es porque gran parte de ella está dirigida por las mismas autoridades e instituciones que nos deberían ayudar a combatirla. Hemos logrado mucho en este año y medio, pero la parte que falta será más difícil."
611,"Ya saldrán a decir que es otro “preso político”. Luego pedirán perdón, otra vez. La realidad es que son unos delincuentes."
612,"De esa manera, seguirá combatiendo la delincuencia, dirigiendo nuestra @PNCSV y seguirá trabajando, como siempre, en el #PlanControlTerritorial Así que diputados, gracias por participar. Sus servicios no son requeridos en estos momentos 😘"
613,"Pero ¿Qué ganamos con eso? 1. En primer lugar, nos sirvió para exponer lo asqueroso e ilegal del funcionamiento de la @AsambleaSV. La falta de garantías mínimas del debido proceso, la prepotencia y sobre todo, la doble moral al no desaforar al diputado Norman Quijano..."
614,"Podemos confirmar que hemos cerrado el viernes 4 de diciembre con 0 homicidios a nivel nacional. Sabemos qué aún hay personas desaparecidas, extorsiones, asaltos, etcétera (aunque todos estos delitos han tenido grandes reducciones también). Pero paso a paso..."
615,"Ahora atacan a nuestros @PNCSV. Sepan los que están detrás de esto, que los vamos a encontrar y cuando no tengan un títere en la @FGR_SV, serán procesados con todo el peso de la ley."
616,"Podemos confirmar que hemos cerrado el miércoles 2 de diciembre, con 0 homicidios a nivel nacional."
617,"Esto hace ARENA, en el Día Internacional de la Eliminación de la Violencia contra la Mujer... Las acciones hablan mucho más fuerte que las palabras."
618,Y en el Día Internacional para la eliminación de las violencias contra la Mujer. No faltará quién salga a defenderlo.
619,"Un pequeño hilo, para que vean que los que dicen “defender la Constitución”, solo la “defienden” cuando les conviene. La @FGR_SV no puede tener su propia “policía” y quitarle la colaboración en la investigación a la @PNCSV. Por más poder que quieran quitarle al Gobierno."
620,"Los @PeaceCorps trabajaron en El Salvador desde que se estableció el programa en 1962, pero se retiraron de nuestro país en el 2016, debido a la creciente inseguridad que sufríamos. Ahora, que hemos dado grandes avances en seguridad, regresan 🇸🇻🇺🇸 https://www.peacecorps.gov/news/library/peace-corps-announces-return-el-salvador/?fbclid=IwAR02GEvOiS2RfAtCSIUR3665bAgtxQg5OOlCS7Q58jTlfKzXaCDBDTzsCeE"
621,"¿Leí mal, o Raulito acaba de decir que la histórica reducción de homicidios en nuestro país es gracias a SU GESTIÓN? ¿No son los decenas de miles de @PNCSV y de la @FUERZARMADASV arriesgando sus vidas? ¿No ha sido el #PlanControlTerritorial que dio resultados desde el día 1?

¿No ha sido el control en @CentrosPenales?, ¿no han sido los policías y soldados que han muerto en el cumplimiento del deber? ¿Ha sido todo gracias a ti? ¿Por qué entonces no empezaron a bajar cuando inició tu gestión? Te envalentonaron @MelaraRaul. Veremos cuando te desechen."
622,"Este hilo explica el actuar de la @FGR_SV, contra el @Director_PNC."
623,"Siguen intentando desmantelar el #PlanControlTerritorial Sin maletines negros, están desesperados por obtener dinero de otras fuentes. El “delito”: desobedecer una orden ilegal de los diputados. ¿No pasaron 9 meses diciendo que la @PNCSV no debía seguir “órdenes ilegales”?"
624,"Los camiones están siendo cargados por reos en fase de confianza... Sí, presos. Restituyendo a la sociedad parte del daño que hicieron."
625,"Podemos confirmar que hemos cerrado el domingo 8 de noviembre, con 0 homicidios a nivel nacional. Delincuencia: CONTROLADA ✅ #PlanControlTerritorial"
626,"Sé que los temas principales, en este momento, son el huracán y la pandemia; pero es bueno saber que en el día que acaba de terminar, ni un solo salvadoreño murió en manos de la violencia. El lunes 2 de noviembre cerró con 0 homicidios a nivel nacional ✅"
627,"Enviamos cientos de Privados de Libertad en Fase de Confianza (presos) a unirse a las instituciones del Gobierno y las organizaciones de socorro, para ayudar a las familias afectadas por las inundaciones y los deslaves en Nejapa."
628,"Plan Control Territorial, FASE 1."
629,"Lo que quieren, es desmontar todo el aparato de seguridad, para poder cometer sus delitos con toda libertad. Y no solo los delitos de ellos, sino de una buena parte de sus patrocinadores y patrocinados."
630,Welcome! 🇸🇻🇺🇸 We are proud to be a key security partner and to work together in #CounterDrugOPS
631,"Asesinos, criminales de guerra, ladrones, corruptos, incapaces, prófugos, asilados, narcotraficantes y pandilleros. Esto es lo que queda del FMLN. En el fondo me da tristeza. 85,000 muertos... para esto."
632,"Ministro @merino_monroy: Duplique la presencia militar en los puntos ciegos de San Fernando, Arcatao, Nueva Trinidad y San Ignacio. Es evidente que intentan pasar droga y/o contrabando y que además cuentan con el apoyo de las autoridades locales."
633,"Hará un excelente trabajo, continuará dignificando a la @PNCSV y fortalecerá el #PlanControlTerritorial Felicidades @Director_PNC. Dios lo acompañe en esta doble responsabilidad, sin percibir más salario, ni tener más horas en el día, pero siempre firme, del lado del pueblo."
634,"Además de agresor de mujeres, resultó terrorista."
635,"Una guerra civil de 12 años y 85,000 muertos, para terminar siendo prácticamente el mismo partido. No hay, absolutamente ninguna diferencia entre ARENA y el FMLN. Hasta reciben órdenes de la misma persona. Patético."
636,"Justo en la mañana después de los homicidios. Creo que pensaron que estaríamos ocupados, resolviendo ese caso. Pero se equivocaron, vamos a resolver los dos 👊🏼 #PlanControlTerritorial"
637,"Otro operativo contra el narcotráfico, en el mismo día, pero en una zona totalmente distinta. Sumando ambos operativos, son 1,200kg de cocaína, valorada en 30 millones de dólares. 30 millones de dólares menos para los narcotraficantes, en un solo día. #PlanControlTerritorial"
638,"Hoy, incautamos 380kg de cocaína. $10 millones de dólares que no irán a las manos de narcotraficantes. #PlanControlTerritorial"
639,"4 capturas + el vehículo que se sospecha se utilizó ayer en los homicidios, en las cercanías de la Tiendona."
640,Quiero una “entrevista” con resultados concretos Director. Ya basta de abusos contra nuestro pueblo.
641,"Quiero que interroguen a esta “carita arrepentida”, hasta que nos diga quién es la novia, del abuelito, del tío, de cada uno de los involucrados, quién les pago y por qué lo hicieron. Cc. @PNCSV, @Director_PNC, @RogelioRivas"
642,"No sé quién puede celebrar un homicidio. Lo que sí sé es que la agenda de seguridad de nuestro país no es electoral, ha sido nuestra prioridad desde el día uno y lo hemos demostrado con hechos y así lo seguiremos haciendo. Nada tiene más valor en este mundo, que una vida humana."
643,"Y todo en el mismo día... Quien piense que esto no está coordinado y financiado desde “arriba”, está muy ciego, o simplemente, no quiere ver."
644,"Los crimínales, tanto los de abajo, como quienes los controlan y se benefician de un repunte de homicidios, no les importa derramar la sangre de salvadoreños, con tal de lograr sus objetivos. Piensan que nos doblegarán. Pero se equivocan. Pronto se darán cuenta del error."
645,"Todo nuestro Gabinete de Seguridad está volcado a resolver el repunte de homicidios de hoy, incluyendo los de las cercanías de la Tiendona. Este hubiera sido un día normal en el Gobierno anterior, pero no en este. No podemos permitir que la delincuencia gane terreno."
646,"85,000 muertos, 12 años de guerra civil, para terminar en esto. Grotesco."
647,"¿Y la @SalaCnalSV? ¿y @MelaraRaul? ¿y Apolonio en la @PDDHElSalvador? ¿y el @idhuca? ¿No saldrán a defender los derechos humanos del pueblo trabajador? ¿O solo para proteger a los diputados, a los alcaldes, a los partidos de la guerra y a sus dueños, sirven las instituciones?"
648,"Nuestro compromiso con la seguridad de nuestro país, está más fuerte que nunca 🇸🇻"
649,"Podemos confirmar, que cerramos el viernes 18 de septiembre, con 0 homicidios a nivel nacional. Delincuencia: Controlada ✅ Pandemia: Controlada ✅ Población: Alimentada ✅ Sistema de Salud: Renovado ✅ Obras de infraestructura: Construyéndose ✅ Economía: Recuperándose ✅"
650,"Orgulloso de @nuevasideas. Esta es la manera que se deben tratar estos casos. Aunque el video se ve demasiado editado (tendencioso), el partido del pueblo no puede permitir que hayan dudas, sobre su compromiso TOTAL con la seguridad y la LEY. Les dejo el hilo..."
651,¿Quiénes son los policías?
652,"Los engañaron cientos de veces. Los engañaron y usaron durante 12 años de guerra. Los vendieron en los “Acuerdos de Paz”. Los engañaron durante 27 años después de la guerra. Dos décadas gobernaron unos y una década los otros. Y ahora, los vuelven a engañar. Increíble."
653,"“Simple: permitan que mañana la PDDH o prensa independiente vayan a las cárceles de Barrios, Quezalte o Izalco a verificarlo”. ¡HECHO! En estos momentos, @Reuters, @AFP, @CNN y prensa local están en los TRES centros penales mencionados, constatando que el artículo es una farsa."
654,"Pero... ¿Y la tregua? Ah, ya recordé que solo existe en la mente de los del 3%, cuyos líderes, los que apoyan, defienden y por quienes van a votar, salen en videos haciéndola, cuando ellos gobernaban nuestro país. Ahora, lo que hay es todo lo contrario y está a la vista."
655,"10. ¿Qué tienen ahora, más que la contradicción más grande en la historia del panfletarismo salvadoreño? Una contradicción que es inaceptable, para cualquier persona con dos dedos de frente. Una “tregua” sin ninguna prueba. Y un Plan Control Territorial, documentado de sobra."
656,"8. El mismo El Faro, no tuvo el cuidado de borrar el sin fin de artículos atacando al Gobierno, por su dureza reiterada contra los terroristas, en el mismo tiempo que ahora dicen que estaban investigando una tregua. ¿Eran falsos esos artículos? https://elfaro.net/es/201802/el_salvador/21444/ONU-medidas-extraordinarias-son-ilegales-y-buscan-la-%E2%80%9Cdeshumanizaci%C3%B3n-de-los-reos%E2%80%9D.htm Sigue..."
